"uid";"name";"nbContributions";"nbDayContributions";"nbNightContributions";"nbOfweekContributions";"nbOfweekendContributions";"nbCreations";"nbModifications";"nbDeletes";"nbBlockReceived";"totalChangesetCount";"p_DayContributions";"p_NightContributions";"p_OfweekContributions";"p_OfweekendContributions";"p_Creations";"p_Modifications";"p_Deletes";"nbChangesetFenetre"
"4957002";"Deepak lamichhane";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"4363079";"Eklo Yatri";"4";"0";"4";"0";"4";"3";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.75";"0.25";"0.0";"1"
"2548512";"Johnprof@Ayiyikoh";"1479";"0";"1479";"0";"1479";"1466";"13";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.991210277214334";"0.00878972278566599";"0.0";"2"
"3924797";"Sushil Thapa";"2";"0";"2";"1";"1";"2";"0";"0";"null";"null";"0.0";"1.0";"0.5";"0.5";"1.0";"0.0";"0.0";"2"
"2868012";"Sambridi Gautam";"8";"0";"8";"7";"1";"8";"0";"0";"null";"null";"0.0";"1.0";"0.875";"0.125";"1.0";"0.0";"0.0";"2"
"1843988";"Skipper_is";"669";"0";"669";"668";"1";"667";"2";"0";"null";"null";"0.0";"1.0";"0.9985052316890882";"0.0014947683109118087";"0.9970104633781763";"0.0029895366218236174";"0.0";"13"
"4932419";"Alekxo";"2";"1";"1";"1";"1";"0";"2";"1";"null";"null";"0.5";"0.5";"0.5";"0.5";"0.0";"1.0";"0.5";"1"
"4916038";"Dinesh Thakali";"2";"0";"2";"1";"1";"1";"1";"0";"null";"null";"0.0";"1.0";"0.5";"0.5";"0.5";"0.5";"0.0";"1"
"2884386";"annie861220";"47";"0";"47";"0";"47";"47";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"4457300";"Dipesh Sakya";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2892604";"bickrant";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2331443";"Naseeb Shrestha";"5";"0";"5";"4";"1";"5";"0";"0";"null";"null";"0.0";"1.0";"0.8";"0.2";"1.0";"0.0";"0.0";"1"
"4354906";"cham11ng";"7";"5";"2";"6";"1";"5";"2";"0";"null";"null";"0.7142857142857143";"0.2857142857142857";"0.8571428571428571";"0.14285714285714285";"0.7142857142857143";"0.2857142857142857";"0.0";"6"
"4232032";"Rajesh Kumar Sah";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2540295";"Binay Maharjan";"12";"11";"1";"0";"12";"10";"2";"0";"null";"null";"0.9166666666666666";"0.08333333333333333";"0.0";"1.0";"0.8333333333333334";"0.16666666666666666";"0.0";"5"
"1794878";"nebelwüste";"694";"389";"305";"693";"1";"694";"0";"0";"null";"null";"0.5605187319884726";"0.43948126801152737";"0.9985590778097982";"0.001440922190201729";"1.0";"0.0";"0.0";"10"
"3543827";"Pawan Gyawali";"2";"0";"2";"1";"1";"0";"2";"0";"null";"null";"0.0";"1.0";"0.5";"0.5";"0.0";"1.0";"0.0";"1"
"2908933";"Keiler Mark";"55";"38";"17";"54";"1";"53";"2";"1";"null";"null";"0.6909090909090909";"0.3090909090909091";"0.9818181818181818";"0.01818181818181818";"0.9636363636363636";"0.03636363636363636";"0.01818181818181818";"15"
"3416863";"Visual line Optical & Eye Clinic";"29";"0";"29";"28";"1";"7";"22";"9";"null";"null";"0.0";"1.0";"0.9655172413793104";"0.034482758620689655";"0.2413793103448276";"0.7586206896551724";"0.3103448275862069";"3"
"3199772";"pomstock";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2908930";"MamaDearie";"10";"9";"1";"9";"1";"8";"2";"0";"null";"null";"0.9";"0.1";"0.9";"0.1";"0.8";"0.2";"0.0";"2"
"2880283";"jwlll";"2";"0";"2";"1";"1";"1";"1";"0";"null";"null";"0.0";"1.0";"0.5";"0.5";"0.5";"0.5";"0.0";"1"
"578362";"unknown365";"735";"734";"1";"734";"1";"728";"7";"0";"null";"null";"0.998639455782313";"0.0013605442176870747";"0.998639455782313";"0.0013605442176870747";"0.9904761904761905";"0.009523809523809525";"0.0";"2"
"4862840";"Padam Acharya";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2876185";"Sanjog Bhatta";"3";"0";"3";"2";"1";"0";"3";"0";"null";"null";"0.0";"1.0";"0.6666666666666666";"0.3333333333333333";"0.0";"1.0";"0.0";"1"
"4158221";"Anita Paudel";"3";"0";"3";"2";"1";"3";"0";"0";"null";"null";"0.0";"1.0";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.0";"2"
"2872089";"Sarah_Harley";"10";"0";"10";"9";"1";"10";"0";"0";"null";"null";"0.0";"1.0";"0.9";"0.1";"1.0";"0.0";"0.0";"1"
"2540309";"remixmhr";"7";"6";"1";"0";"7";"6";"1";"0";"null";"null";"0.8571428571428571";"0.14285714285714285";"0.0";"1.0";"0.8571428571428571";"0.14285714285714285";"0.0";"2"
"525117";"vtcraghead";"22";"0";"22";"21";"1";"10";"12";"10";"null";"null";"0.0";"1.0";"0.9545454545454546";"0.045454545454545456";"0.45454545454545453";"0.5454545454545454";"0.45454545454545453";"11"
"2859799";"technomage1";"10";"0";"10";"0";"10";"10";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"2"
"78656";"Walter Schlögl";"1";"0";"1";"0";"1";"0";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"49987";"Bakkegaard";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2859887";"vargo";"11";"10";"1";"0";"11";"11";"0";"0";"null";"null";"0.9090909090909091";"0.09090909090909091";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"213831";"Josef73";"1";"0";"1";"0";"1";"0";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"2888553";"Ejesh";"5";"0";"5";"4";"1";"1";"4";"0";"null";"null";"0.0";"1.0";"0.8";"0.2";"0.2";"0.8";"0.0";"1"
"2057049";"humagai puskar";"7";"0";"7";"6";"1";"6";"1";"0";"null";"null";"0.0";"1.0";"0.8571428571428571";"0.14285714285714285";"0.8571428571428571";"0.14285714285714285";"0.0";"4"
"1901394";"JFayne";"6";"5";"1";"5";"1";"6";"0";"0";"null";"null";"0.8333333333333334";"0.16666666666666666";"0.8333333333333334";"0.16666666666666666";"1.0";"0.0";"0.0";"1"
"2524022";"Yugen Maharjan";"131";"130";"1";"0";"131";"103";"28";"24";"null";"null";"0.9923664122137404";"0.007633587786259542";"0.0";"1.0";"0.7862595419847328";"0.21374045801526717";"0.183206106870229";"16"
"4789017";"Sagar Bhandary";"2";"0";"2";"1";"1";"2";"0";"0";"null";"null";"0.0";"1.0";"0.5";"0.5";"1.0";"0.0";"0.0";"1"
"103253";"gormur";"2";"1";"1";"1";"1";"0";"2";"0";"null";"null";"0.5";"0.5";"0.5";"0.5";"0.0";"1.0";"0.0";"1"
"5042971";"Shree krishana Dhungana";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"1254219";"Niluja";"158";"0";"158";"157";"1";"147";"11";"10";"null";"null";"0.0";"1.0";"0.9936708860759493";"0.006329113924050633";"0.930379746835443";"0.06962025316455696";"0.06329113924050633";"1"
"3928928";"headyhead";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"500572";"yopaseopor";"142";"0";"142";"141";"1";"142";"0";"0";"null";"null";"0.0";"1.0";"0.9929577464788732";"0.007042253521126761";"1.0";"0.0";"0.0";"3"
"4350750";"jnk2016";"87";"49";"38";"86";"1";"33";"54";"35";"null";"null";"0.5632183908045977";"0.4367816091954023";"0.9885057471264368";"0.011494252873563218";"0.3793103448275862";"0.6206896551724138";"0.40229885057471265";"2"
"4338460";"Irameshmaharjan";"5";"1";"4";"4";"1";"5";"0";"0";"null";"null";"0.2";"0.8";"0.8";"0.2";"1.0";"0.0";"0.0";"3"
"2872136";"Spgurung";"2";"0";"2";"1";"1";"2";"0";"0";"null";"null";"0.0";"1.0";"0.5";"0.5";"1.0";"0.0";"0.0";"1"
"4231971";"Madan Subedi";"2";"0";"2";"0";"2";"1";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.5";"0.5";"0.0";"1"
"2310983";"Manoj Mahato";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"3605330";"nirmalburlakoti";"8";"7";"1";"0";"8";"8";"0";"0";"null";"null";"0.875";"0.125";"0.0";"1.0";"1.0";"0.0";"0.0";"2"
"3400533";"Vijay Chandra Khatiwoda";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2880332";"mphemming";"534";"0";"534";"533";"1";"533";"1";"0";"null";"null";"0.0";"1.0";"0.99812734082397";"0.0018726591760299626";"0.99812734082397";"0.0018726591760299626";"0.0";"10"
"2872129";"kwadada";"82";"0";"82";"21";"61";"27";"55";"4";"null";"null";"0.0";"1.0";"0.25609756097560976";"0.7439024390243902";"0.32926829268292684";"0.6707317073170732";"0.04878048780487805";"15"
"4911933";"Indivar Thapa";"3";"2";"1";"2";"1";"3";"0";"0";"null";"null";"0.6666666666666666";"0.3333333333333333";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.0";"1"
"1143659";"Tefexus";"19";"0";"19";"18";"1";"12";"7";"0";"null";"null";"0.0";"1.0";"0.9473684210526315";"0.05263157894736842";"0.631578947368421";"0.3684210526315789";"0.0";"1"
"1258351";"Bhagawat Urban Planner";"104";"66";"38";"103";"1";"34";"70";"8";"null";"null";"0.6346153846153846";"0.36538461538461536";"0.9903846153846154";"0.009615384615384616";"0.3269230769230769";"0.6730769230769231";"0.07692307692307693";"11"
"2511706";"calfarome";"152";"60";"92";"151";"1";"102";"50";"25";"null";"null";"0.39473684210526316";"0.6052631578947368";"0.993421052631579";"0.006578947368421052";"0.6710526315789473";"0.32894736842105265";"0.16447368421052633";"29"
"2696020";"tompkh";"66";"65";"1";"65";"1";"29";"37";"12";"null";"null";"0.9848484848484849";"0.015151515151515152";"0.9848484848484849";"0.015151515151515152";"0.4393939393939394";"0.5606060606060606";"0.18181818181818182";"7"
"3011411";"prajwol";"8";"0";"8";"7";"1";"2";"6";"1";"null";"null";"0.0";"1.0";"0.875";"0.125";"0.25";"0.75";"0.125";"1"
"2872148";"mvalpeteris";"34";"0";"34";"33";"1";"34";"0";"0";"null";"null";"0.0";"1.0";"0.9705882352941176";"0.029411764705882353";"1.0";"0.0";"0.0";"3"
"2880340";"LMOC";"44";"0";"44";"43";"1";"0";"44";"12";"null";"null";"0.0";"1.0";"0.9772727272727273";"0.022727272727272728";"0.0";"1.0";"0.2727272727272727";"1"
"4555712";"Roadhouse Restaurant";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2225066";"perry2201";"46";"13";"33";"45";"1";"1";"45";"43";"null";"null";"0.2826086956521739";"0.717391304347826";"0.9782608695652174";"0.021739130434782608";"0.021739130434782608";"0.9782608695652174";"0.9347826086956522";"11"
"4604877";"Deepsy";"10";"9";"1";"7";"3";"8";"2";"0";"null";"null";"0.9";"0.1";"0.7";"0.3";"0.8";"0.2";"0.0";"9"
"181135";"Manu1400";"1";"0";"1";"0";"1";"0";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"2880421";"JGSTONE";"54";"0";"54";"53";"1";"52";"2";"1";"null";"null";"0.0";"1.0";"0.9814814814814815";"0.018518518518518517";"0.9629629629629629";"0.037037037037037035";"0.018518518518518517";"12"
"3060641";"Pawan Dhungana";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2114480";"efemm";"2651";"2650";"1";"2650";"1";"2635";"16";"0";"null";"null";"0.999622783855149";"3.772161448509996E-4";"0.999622783855149";"3.772161448509996E-4";"0.993964541682384";"0.006035458317615994";"0.0";"10"
"672666";"jk24";"730";"0";"730";"729";"1";"727";"3";"0";"null";"null";"0.0";"1.0";"0.9986301369863013";"0.0013698630136986301";"0.9958904109589041";"0.00410958904109589";"0.0";"5"
"13203";"bahnpirat";"270";"161";"109";"241";"29";"144";"126";"10";"null";"null";"0.5962962962962963";"0.40370370370370373";"0.8925925925925926";"0.10740740740740741";"0.5333333333333333";"0.4666666666666667";"0.037037037037037035";"19"
"2864063";"katefromformosa";"85";"0";"85";"84";"1";"78";"7";"0";"null";"null";"0.0";"1.0";"0.9882352941176471";"0.011764705882352941";"0.9176470588235294";"0.08235294117647059";"0.0";"4"
"2900917";"spradh";"16";"0";"16";"15";"1";"13";"3";"1";"null";"null";"0.0";"1.0";"0.9375";"0.0625";"0.8125";"0.1875";"0.0625";"1"
"1196943";"yogimapper";"1579";"1389";"190";"865";"714";"1275";"304";"95";"null";"null";"0.8796706776440786";"0.12032932235592148";"0.5478150728309057";"0.45218492716909436";"0.8074730842305257";"0.19252691576947434";"0.06016466117796074";"441"
"455576";"ngt";"676";"410";"266";"616";"60";"646";"30";"19";"null";"null";"0.606508875739645";"0.39349112426035504";"0.9112426035502958";"0.08875739644970414";"0.9556213017751479";"0.04437869822485207";"0.028106508875739646";"8"
"2868149";"moriken_AGU";"4";"3";"1";"3";"1";"4";"0";"0";"null";"null";"0.75";"0.25";"0.75";"0.25";"1.0";"0.0";"0.0";"1"
"2868106";"JDG78";"106";"0";"106";"105";"1";"106";"0";"0";"null";"null";"0.0";"1.0";"0.9905660377358491";"0.009433962264150943";"1.0";"0.0";"0.0";"1"
"3470227";"Votez";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2872195";"jac111";"43";"0";"43";"42";"1";"42";"1";"0";"null";"null";"0.0";"1.0";"0.9767441860465116";"0.023255813953488372";"0.9767441860465116";"0.023255813953488372";"0.0";"3"
"2909060";"neeva";"109";"0";"109";"108";"1";"44";"65";"34";"null";"null";"0.0";"1.0";"0.9908256880733946";"0.009174311926605505";"0.4036697247706422";"0.5963302752293578";"0.3119266055045872";"2"
"693154";"Władysław Komorek";"2";"0";"2";"1";"1";"0";"2";"1";"null";"null";"0.0";"1.0";"0.5";"0.5";"0.0";"1.0";"0.5";"1"
"1545145";"SanjeevNepal";"14";"13";"1";"13";"1";"11";"3";"0";"null";"null";"0.9285714285714286";"0.07142857142857142";"0.9285714285714286";"0.07142857142857142";"0.7857142857142857";"0.21428571428571427";"0.0";"3"
"2868124";"Faleh Aldham";"7";"0";"7";"6";"1";"7";"0";"0";"null";"null";"0.0";"1.0";"0.8571428571428571";"0.14285714285714285";"1.0";"0.0";"0.0";"1"
"4633598";"MYSTERIOUS99";"1";"0";"1";"0";"1";"0";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"3552136";"rikeshrajbangshi";"4";"3";"1";"3";"1";"4";"0";"0";"null";"null";"0.75";"0.25";"0.75";"0.25";"1.0";"0.0";"0.0";"1"
"4264959";"Prajwal Prasain";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"4494331";"Smanta";"3";"0";"3";"2";"1";"3";"0";"0";"null";"null";"0.0";"1.0";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.0";"3"
"2880495";"acameron";"4";"0";"4";"3";"1";"4";"0";"0";"null";"null";"0.0";"1.0";"0.75";"0.25";"1.0";"0.0";"0.0";"1"
"1197015";"benoitberlin";"148";"147";"1";"147";"1";"148";"0";"0";"null";"null";"0.9932432432432432";"0.006756756756756757";"0.9932432432432432";"0.006756756756756757";"1.0";"0.0";"0.0";"4"
"3359733";"Jimmi Sherpa";"3";"0";"3";"2";"1";"3";"0";"0";"null";"null";"0.0";"1.0";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.0";"1"
"4539273";"Mali Jal";"4";"0";"4";"3";"1";"2";"2";"0";"null";"null";"0.0";"1.0";"0.75";"0.25";"0.5";"0.5";"0.0";"4"
"2872295";"Prajiv Bhattarai";"5";"0";"5";"4";"1";"0";"5";"1";"null";"null";"0.0";"1.0";"0.8";"0.2";"0.0";"1.0";"0.2";"3"
"2880487";"rootsy";"97";"0";"97";"96";"1";"97";"0";"0";"null";"null";"0.0";"1.0";"0.9896907216494846";"0.010309278350515464";"1.0";"0.0";"0.0";"1"
"2098157";"SANA Ibrahim";"478";"0";"478";"0";"478";"369";"109";"23";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.7719665271966527";"0.2280334728033473";"0.04811715481171548";"9"
"2339822";"Clara AgborTabi";"3";"0";"3";"2";"1";"3";"0";"0";"null";"null";"0.0";"1.0";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.0";"1"
"1967054";"Disaster Manager";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"533465";"GerdP";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"177110";"Sadik";"19";"18";"1";"18";"1";"10";"9";"4";"null";"null";"0.9473684210526315";"0.05263157894736842";"0.9473684210526315";"0.05263157894736842";"0.5263157894736842";"0.47368421052631576";"0.21052631578947367";"1"
"189397";"siaud xavier";"104";"103";"1";"103";"1";"82";"22";"6";"null";"null";"0.9903846153846154";"0.009615384615384616";"0.9903846153846154";"0.009615384615384616";"0.7884615384615384";"0.21153846153846154";"0.057692307692307696";"3"
"62423";"maction";"543";"542";"1";"542";"1";"183";"360";"29";"null";"null";"0.998158379373849";"0.001841620626151013";"0.998158379373849";"0.001841620626151013";"0.3370165745856354";"0.6629834254143646";"0.053406998158379376";"2"
"2872316";"osm_hamp";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2143223";"Sawdust Maker";"141";"7";"134";"140";"1";"141";"0";"0";"null";"null";"0.04964539007092199";"0.950354609929078";"0.9929078014184397";"0.0070921985815602835";"1.0";"0.0";"0.0";"6"
"4932498";"Shiv Shankar Thakur";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"33757";"Minh Nguyen";"1";"0";"1";"0";"1";"0";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"4891563";"Sam509";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"4801440";"Rojal Shrestha";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2872263";"timthomas";"27";"0";"27";"26";"1";"27";"0";"0";"null";"null";"0.0";"1.0";"0.9629629629629629";"0.037037037037037035";"1.0";"0.0";"0.0";"1"
"246767";"yerg";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2892767";"prithu";"61";"0";"61";"60";"1";"41";"20";"4";"null";"null";"0.0";"1.0";"0.9836065573770492";"0.01639344262295082";"0.6721311475409836";"0.32786885245901637";"0.06557377049180328";"11"
"78839";"xfairy";"4";"3";"1";"3";"1";"4";"0";"0";"null";"null";"0.75";"0.25";"0.75";"0.25";"1.0";"0.0";"0.0";"1"
"1864682";"ualios";"1";"0";"1";"0";"1";"0";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"2864092";"rq2";"217";"212";"5";"216";"1";"217";"0";"0";"null";"null";"0.9769585253456221";"0.02304147465437788";"0.9953917050691244";"0.004608294930875576";"1.0";"0.0";"0.0";"3"
"74742";"Rajan M B";"7";"0";"7";"6";"1";"0";"7";"0";"null";"null";"0.0";"1.0";"0.8571428571428571";"0.14285714285714285";"0.0";"1.0";"0.0";"1"
"74746";"vogelfreier";"924";"922";"2";"923";"1";"542";"382";"14";"null";"null";"0.9978354978354979";"0.0021645021645021645";"0.9989177489177489";"0.0010822510822510823";"0.5865800865800865";"0.4134199134199134";"0.015151515151515152";"6"
"3838918";"am45ar";"9";"5";"4";"6";"3";"9";"0";"0";"null";"null";"0.5555555555555556";"0.4444444444444444";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.0";"4"
"2102237";"nadrosch";"4";"3";"1";"3";"1";"1";"3";"3";"null";"null";"0.75";"0.25";"0.75";"0.25";"0.25";"0.75";"0.75";"2"
"574454";"jamacho";"2494";"599";"1895";"2229";"265";"928";"1566";"1036";"null";"null";"0.24017642341619888";"0.7598235765838012";"0.8937449879711307";"0.10625501202886929";"0.37209302325581395";"0.627906976744186";"0.4153969526864475";"172"
"4854850";"Rajiv Shrhestha";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"4310091";"prakashrestha";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"4600909";"Luza Sayami";"6";"0";"6";"0";"6";"5";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.8333333333333334";"0.16666666666666666";"0.0";"1"
"1451032";"mjolnirr";"37";"36";"1";"36";"1";"12";"25";"5";"null";"null";"0.972972972972973";"0.02702702702702703";"0.972972972972973";"0.02702702702702703";"0.32432432432432434";"0.6756756756756757";"0.13513513513513514";"1"
"3789870";"RamkrishnaDangal";"3";"2";"1";"2";"1";"3";"0";"0";"null";"null";"0.6666666666666666";"0.3333333333333333";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.0";"3"
"2008073";"rupesh07";"5";"0";"5";"0";"5";"4";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.8";"0.2";"0.0";"3"
"1048";"dongpo";"1017";"1016";"1";"0";"1017";"1006";"11";"2";"null";"null";"0.9990167158308751";"9.832841691248771E-4";"0.0";"1.0";"0.9891838741396264";"0.010816125860373648";"0.0019665683382497543";"1"
"1758210";"awReimer";"395";"137";"258";"394";"1";"395";"0";"0";"null";"null";"0.3468354430379747";"0.6531645569620254";"0.9974683544303797";"0.002531645569620253";"1.0";"0.0";"0.0";"4"
"3859483";"Raam K Maharjan";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"2872329";"helpnepal";"14";"0";"14";"13";"1";"14";"0";"0";"null";"null";"0.0";"1.0";"0.9285714285714286";"0.07142857142857142";"1.0";"0.0";"0.0";"3"
"2909198";"Ozark Cave Mapper";"37";"0";"37";"36";"1";"37";"0";"0";"null";"null";"0.0";"1.0";"0.972972972972973";"0.02702702702702703";"1.0";"0.0";"0.0";"8"
"3130370";"Sudhir Raj";"3";"1";"2";"2";"1";"3";"0";"0";"null";"null";"0.3333333333333333";"0.6666666666666666";"0.6666666666666666";"0.3333333333333333";"1.0";"0.0";"0.0";"3"
"2872336";"KamalThapa";"5";"0";"5";"4";"1";"4";"1";"0";"null";"null";"0.0";"1.0";"0.8";"0.2";"0.8";"0.2";"0.0";"2"
"2483224";"Ajit poudel";"4";"3";"1";"0";"4";"3";"1";"0";"null";"null";"0.75";"0.25";"0.0";"1.0";"0.75";"0.25";"0.0";"4"
"2851860";"Chingping Yu";"251";"0";"251";"250";"1";"251";"0";"0";"null";"null";"0.0";"1.0";"0.9960159362549801";"0.00398406374501992";"1.0";"0.0";"0.0";"5"
"3101805";"Chatur Shakya";"109";"92";"17";"64";"45";"93";"16";"3";"null";"null";"0.8440366972477065";"0.1559633027522936";"0.5871559633027523";"0.41284403669724773";"0.8532110091743119";"0.14678899082568808";"0.027522935779816515";"12"
"1659997";"Général gamkisi";"2616";"1298";"1318";"0";"2616";"2551";"65";"4";"null";"null";"0.49617737003058104";"0.503822629969419";"0.0";"1.0";"0.9751529051987767";"0.02484709480122324";"0.0015290519877675841";"1"
"2872430";"jebik";"2";"0";"2";"1";"1";"2";"0";"0";"null";"null";"0.0";"1.0";"0.5";"0.5";"1.0";"0.0";"0.0";"1"
"2892907";"Andrew in Chicago";"192";"191";"1";"191";"1";"185";"7";"3";"null";"null";"0.9947916666666666";"0.005208333333333333";"0.9947916666666666";"0.005208333333333333";"0.9635416666666666";"0.036458333333333336";"0.015625";"1"
"2323563";"SpikyclowN";"7";"0";"7";"6";"1";"1";"6";"6";"null";"null";"0.0";"1.0";"0.8571428571428571";"0.14285714285714285";"0.14285714285714285";"0.8571428571428571";"0.8571428571428571";"1"
"2323562";"Akash Mainali";"59";"57";"2";"0";"59";"52";"7";"1";"null";"null";"0.9661016949152542";"0.03389830508474576";"0.0";"1.0";"0.8813559322033898";"0.11864406779661017";"0.01694915254237288";"3"
"2876512";"Aidan Magee";"303";"283";"20";"19";"284";"268";"35";"26";"null";"null";"0.933993399339934";"0.066006600660066";"0.0627062706270627";"0.9372937293729373";"0.8844884488448845";"0.11551155115511551";"0.0858085808580858";"8"
"758853";"Prakash Neupane";"5";"4";"1";"4";"1";"1";"4";"0";"null";"null";"0.8";"0.2";"0.8";"0.2";"0.2";"0.8";"0.0";"2"
"2323565";"Abinash09";"443";"51";"392";"391";"52";"411";"32";"1";"null";"null";"0.11512415349887133";"0.8848758465011287";"0.8826185101580135";"0.11738148984198646";"0.927765237020316";"0.07223476297968397";"0.002257336343115124";"23"
"2323564";"darshandip";"98";"55";"43";"60";"38";"64";"34";"31";"null";"null";"0.5612244897959183";"0.4387755102040816";"0.6122448979591837";"0.3877551020408163";"0.6530612244897959";"0.3469387755102041";"0.3163265306122449";"12"
"4752391";"anjay khadka";"1";"0";"1";"0";"1";"1";"0";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"1.0";"0.0";"0.0";"1"
"4539413";"Shuvam Pyakurel";"1";"0";"1";"0";"1";"0";"1";"0";"null";"null";"0.0";"1.0";"0.0";"1.0";"0.0";"1.0";"0.0";"1"
"2323575";"BishnuDhungana";"54";"39";"15";"18";"36";"44";"10";"7";"null";"null";"0.7222222222222222";"0.2777777777777778";"0.3333333333333333";"0.6666666666666666";"0.8148148148148148";"0.18518518518518517";"0.12962962962962962";"5"
"4813852";"Aabhash G";"48";"47";"1";"47";"1";"29";"19";"6";"null";"null";"0.9791666666666666";"0.020833333333333332";"0.9791666666666666";"0.020833333333333332";"0.6041666666666666";"0.3958333333333333";"0.125";"2"
